REGISTER_NAME,AFS_LIC_NUM,AFS_LIC_NAME,AFS_LIC_ABN_ACN,AFS_LIC_START_DT,AFS_LIC_PRE_FSR,AFS_LIC_ADD_LOCAL,AFS_LIC_ADD_STATE,AFS_LIC_ADD_PCODE,AFS_LIC_ADD_COUNTRY,AFS_LIC_LAT,AFS_LIC_LNG,AFS_LIC_CONDITION
AFS Licence,219582,ITG AUSTRALIA LIMITED,46003067409,1/07/2002,SecDlr 11597,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~derivatives limited to:~old law securities options contracts and warrants;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~to retail clients (limited to employees and officers of the licensee) and wholesale clients."
AFS Licence,219612,GIPPSREAL LIMITED,80005443292,7/06/2002,SecDlr 192962,LEONGATHA,VIC,3953,Australia,-38.17622,146.30111,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only;~deal in a financial product to:~issue, vary, acquire or dispose of a financial product in respect of the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Gippsreal Mortgage Investment Scheme"" scheme (ARSN: 091 849 482), a scheme which only holds the following types of property:~mortgages;~to retail clients."
AFS Licence,219673,BROOKFIELD PIRE PTY LIMITED,67099717638,6/05/2002,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~to wholesale clients."
AFS Licence,219723,PRIME SUPER PTY LTD,81067241016,21/06/2002,SecDlr 197897,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~superannuation limited to:~the ""Prime Super""; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~superannuation limited to:~the ""Prime Super""; and~to retail clients."
AFS Licence,220133,WOODSDALE CORPORATION PTY LTD,86094266396,9/07/2002,,BEDFORDALE,WA,6112,Australia,-32.180444,116.070444,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~life products including:~investment life insurance products; and~life risk insurance products;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation; and~deal in a financial product by:~arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:~life products including:~investment life insurance products; and~life risk insurance products;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation;~to retail clients."
AFS Licence,220242,BLACKWALL FUND SERVICES LIMITED,39079608825,25/09/2002,SecDlr 202698,NEUTRAL BAY,NSW,2089,Australia,-33.830446,151.219612,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~derivatives;~general insurance products;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~underwriting:~interests in managed investment schemes; and~an issue of securities; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~schemes which only hold the following types of property:~direct real property;~financial assets; and~mortgages;~to retail and wholesale clients."
AFS Licence,220383,PULSE MARKETS PTY LTD,14081505268,7/06/2002,SecDlr 211046,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes including:~investor directed portfolio services;~interests in managed investment schemes limited to:~MDA services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~interests in managed investment schemes limited to:~MDA services; and~securities;~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes including:~investor directed portfolio services;~interests in managed investment schemes limited to:~MDA services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~underwriting:~an issue of securities; and~provide a crowd-funding service for the following classes of financial products:~fully-paid ordinary shares of an eligible CSF company;~published on an offer platform operated by the licensee only;~titled FairGo.Fund; and~accessed via www.fairgo.fund;~to retail and wholesale clients."
AFS Licence,220440,IG MARKETS LIMITED,84099019851,3/07/2002,,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~derivatives;~foreign exchange contracts;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives; and~foreign exchange contracts; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~make a market for the following financial products:~foreign exchange contracts; and~derivatives; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to retail and wholesale clients."
AFS Licence,220639,TSL GROUP LIMITED,78086276904,11/06/2002,SecDlr 193858,MELBOURNE,VIC,3000,Australia,-38.002282,145.083949,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice only, for the following classes of financial products:~interests in managed investment schemes; and~securities; and~deal in a financial product to:~apply for, acquire or dispose of financial products on behalf of another person; and in respect of the following classes of financial products:~interests in managed investment schemes; and~securities;~to wholesale clients."
AFS Licence,220647,BACCUS INVESTMENTS LIMITED,87095832072,9/08/2002,,DOUBLE BAY,NSW,2028,Australia,-33.880951,151.244616,"This licence authorises the licensee to carry on a financial services business to:~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Kremnizer Mortgage Fund"" scheme (ARSN: 101 518 067), a scheme which only holds the following types of property:~mortgages;~to retail clients."
AFS Licence,220696,"KOH, TECK S ",21486438059,20/06/2002,,DONCASTER EAST,VIC,3109,Australia,-37.799617,145.147859,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products; and~life risk insurance products;~interests in managed investment schemes;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation; and~deal in a financial product by:~applying for, acquiring,varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products; and~life risk insurance products;~interests in managed investment schemes;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation;~to retail clients."
AFS Licence,220705,RUSSELL INVESTMENTS EMPLOYEE BENEFITS PTY LTD,70099865013,28/08/2002,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products limited to:~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and~superannuation; and~deal in a financial product by:~arranging for another person to issue, apply for, acquire, vary or dispose of a financial product in respect of the following classes of financial products:~superannuation;~to retail and wholesale clients."
AFS Licence,220718,MIRVAC FUNDS MANAGEMENT LIMITED,78067417663,24/12/2002,SecDlr 174162~SecDlr 200705,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products to wholesale clients only:~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~provide general financial product advice for the following classes of financial products:~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~foreign exchange contracts;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~general insurance products;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~underwriting:~interests in managed investment schemes; and~an issue of securities;~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~schemes which only hold the following types of property:~direct real property;~financial assets; and~mortgages; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to retail and wholesale clients."
AFS Licence,220897,HOOD SWEENEY SECURITIES PTY LTD,40081455165,10/07/2002,SecDlr 217421,ADELAIDE,SA,5000,Australia,-34.961787,138.558048,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail clients."
AFS Licence,220976,OLD THEO PTY. LTD.,68007015885,18/06/2002,SecDlr 163279,GREENSBOROUGH,VIC,3088,Australia,-37.707129,145.08791,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~securities;~standard margin lending facility; and~superannuation;~to retail clients."
AFS Licence,220977,"WAN, VICTOR KIT",87290948916,4/07/2002,InvAdv 11822,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~interests in managed investment schemes;~securities; and~superannuation; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~interests in managed investment schemes;~securities; and~superannuation; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~interests in managed investment schemes;~securities; and~superannuation;~to retail and wholesale clients."
AFS Licence,221146,CLIME ASSET MANAGEMENT PTY LIMITED,72098420770,11/07/2002,FutAdv 192021~SecDlr 217542,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~securities;~standard margin lending facility; and~superannuation;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~foreign exchange contracts;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~securities;~standard margin lending facility; and~superannuation; and~provide the following custodial or depository services:~operate custodial or depository services other than investor directed portfolio services;~to retail and wholesale clients."
AFS Licence,221183,COLUMBUS INVESTMENT SERVICES LTD,69095162931,12/09/2002,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice to retail and wholesale clients for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~provide financial product advice to wholesale clients for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product to retail and wholesale clients in respect of the following classes of financial products:~derivatives;~foreign exchange contracts;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person to retail and wholesale clients in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~derivatives;~foreign exchange contracts;~general insurance products;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities;~operate the following kinds of registered managed investment schemes to retail and wholesale clients (including the holding of any incidental property) in its capacity as responsible entity:~schemes which only hold the following types of property:~derivatives;~direct real property; and~financial assets; and~provide the following custodial or depository services to retail and wholesale clients:~operate custodial or depository services other than investor directed portfolio services."
AFS Licence,221184,PACKER & CO LTD,66061804671,1/08/2002,SecDlr 68472,COTTESLOE,WA,6011,Australia,-31.999005,115.752058,"This licence authorises the licensee to carry on a financial services business to:~provide general financial product advice for the following classes of financial products:~interests in managed investment schemes limited to:~own managed investment scheme only;~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~foreign exchange contracts; and~interests in managed investment schemes limited to:~own managed investment scheme only;~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~interests in managed investment schemes excluding investor directed portfolio services; and~securities; and~underwriting:~interests in managed investment schemes; and~an issue of securities; and~operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:~""Packer & Co Investigator Trust"" scheme (ARSN: 088 778 232),~a scheme which only holds the following types of property:~financial assets;~to retail and wholesale clients."
AFS Licence,221218,THOMAS INSURANCE BROKERS PTY. LTD.,32007745566,1/07/2002,InsGen 50017,ADELAIDE,SA,5000,Australia,-34.961787,138.558048,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~general insurance products; and~deal in a financial product by:~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~general insurance products;~to retail and wholesale clients."
AFS Licence,221235,OZPLAN FINANCIAL SERVICES PTY LTD,35005391202,1/09/2002,SecDlr 187213,BENALLA,VIC,3672,Australia,-36.62623,145.966223,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation; and~deal in a financial product by:~arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:~deposit and payment products limited to:~basic deposit products;~deposit products other than basic deposit products;~debentures, stocks or bonds issued or proposed to be issued by a government;~life products including:~investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and~life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;~interests in managed investment schemes including:~investor directed portfolio services;~retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);~securities;~standard margin lending facility; and~superannuation;~to retail clients."
AFS Licence,221315,BGC PARTNERS (AUSTRALIA) PTY LIMITED,62092873099,9/08/2002,,SYDNEY,NSW,2000,Australia,-33.907256,151.034287,"This licence authorises the licensee to carry on a financial services business to:~provide financial product advice for the following classes of financial products:~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~securities;~carbon units;~Australian carbon credit units; and~eligible international emissions units; and~deal in a financial product by:~issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government; and~securities; and~applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:~derivatives;~foreign exchange contracts;~debentures, stocks or bonds issued or proposed to be issued by a government;~securities;~carbon units;~Australian carbon credit units; and~eligible international emissions units;~to wholesale clients."
